brand,merchant_id,recommendation_grade,score,commission_rate,assigned_theme,brand_role,coverage_status,main_products,content_angles,promo_link,store_link,risk_notes,notes
philo飛樂 / arlink 生活美學,TP0007559,B,67.0,4.0%,outdoor-mobile-living,配角候選,pending-assignment,Arlink氣炸鍋/電火鍋、Philo救車行動電源、行李箱等,氣炸鍋比較、救車行動電源、行李箱選購,https://s.momoshop.com.tw/s/WlglCh1p,https://www.momoshop.com.tw/TP/TP0007559/main,,第二輪已補來源
XINGMU 興沐 燈飾旗艦店,TP0004819,B,66.0,3.5%,home-ritual-lifestyle,配角候選,pending-assignment,吊扇燈、吸頂燈、風扇燈、廚房家電部分商品,風扇燈選購、臥室吸頂燈、小宅照明、租屋燈具升級,https://s.momoshop.com.tw/s/7mam5Wo4,https://www.momoshop.com.tw/TP/TP0004819/main,,第二輪已補來源
💖趁財財燈飾💖,TP0009671,B,66.0,3.0%,home-ritual-lifestyle,配角候選,pending-assignment,吸頂燈、吊燈、壁燈、居家照明,新居裝修、租屋改造、居家美學族,https://s.momoshop.com.tw/s/AV3xvAYB,https://www.momoshop.com.tw/TP/TP0009671/main,,momo 商店頁 + 店名線索
潛伏者行車記錄器系列.批發.零售,TP0001376,B,63.0,4.0%,outdoor-mobile-living,配角候選,pending-assignment,後視鏡式行車記錄器、雙鏡頭、GPS測速、CarPlay流媒體電子後視鏡,行車記錄器選購、後視鏡式雙鏡頭、車用電子比較,https://s.momoshop.com.tw/s/XZE0axlH,https://www.momoshop.com.tw/TP/TP0001376/main,,第二輪已補來源
muni 3C手機平板週邊配件專賣店,TP0007239,B,61.4,2.0%,creator-work-gear,配角候選,pending-assignment,手機配件、充電線材、音訊設備、電腦周邊,規格比較、情境導購、平價替代方案,https://s.momoshop.com.tw/s/Fl1ZEZCT,https://www.momoshop.com.tw/TP/TP0007239/main,,二輪依店名語意與原始商店資訊判斷；品類=3C數位/通訊配件；內容可做性與分潤率綜合評分。需以實際熱銷SKU校正。
AiHome｜專業智慧充電生活,TP0009130,B,56.4,2.0%,creator-work-gear,配角候選,pending-assignment,手機配件、充電線材、音訊設備、電腦周邊,規格比較、情境導購、平價替代方案,https://s.momoshop.com.tw/s/QZfqv2RB,https://www.momoshop.com.tw/TP/TP0009130/main,,二輪依店名語意與原始商店資訊判斷；品類=3C數位/通訊配件；內容可做性與分潤率綜合評分。需以實際熱銷SKU校正。
湯米3C-手機配件,TP0006731,B,56.4,2.0%,creator-work-gear,配角候選,pending-assignment,手機配件、充電線材、音訊設備、電腦周邊,規格比較、情境導購、平價替代方案,https://s.momoshop.com.tw/s/DGTgwfd6,https://www.momoshop.com.tw/TP/TP0006731/main,,二輪依店名語意與原始商店資訊判斷；品類=3C數位/通訊配件；內容可做性與分潤率綜合評分。需以實際熱銷SKU校正。
Ches3c 生活智能館,TP0008881,B,56.4,2.0%,creator-work-gear,配角候選,pending-assignment,手機配件、充電線材、音訊設備、電腦周邊,規格比較、情境導購、平價替代方案,https://s.momoshop.com.tw/s/Eukw5zpf,https://www.momoshop.com.tw/TP/TP0008881/main,,二輪依店名語意與原始商店資訊判斷；品類=3C數位/通訊配件；內容可做性與分潤率綜合評分。需以實際熱銷SKU校正。
PALLARIFY鈀鎰科技有限公司,TP0008198,B,55.6,3.0%,creator-work-gear,配角候選,pending-assignment,手機配件、充電線材、音訊設備、電腦周邊,規格比較、情境導購、平價替代方案,https://s.momoshop.com.tw/s/iHAIUcpv,https://www.momoshop.com.tw/TP/TP0008198/main,,二輪依店名語意與原始商店資訊判斷；品類=3C數位/通訊配件；內容可做性與分潤率綜合評分。需以實際熱銷SKU校正。
潮欣達科技 TSTAR,TP0004489,B,55.6,3.0%,creator-work-gear,配角候選,pending-assignment,手機配件、充電線材、音訊設備、電腦周邊,規格比較、情境導購、平價替代方案,https://s.momoshop.com.tw/s/BHpHyIzy,https://www.momoshop.com.tw/TP/TP0004489/main,,二輪依店名語意與原始商店資訊判斷；品類=3C數位/通訊配件；內容可做性與分潤率綜合評分。需以實際熱銷SKU校正。
卡仕科技●菲歐娜品牌館,TP0001470,B,55.6,3.0%,creator-work-gear,配角候選,pending-assignment,手機配件、充電線材、音訊設備、電腦周邊,規格比較、情境導購、平價替代方案,https://s.momoshop.com.tw/s/obnBk3GB,https://www.momoshop.com.tw/TP/TP0001470/main,,二輪依店名語意與原始商店資訊判斷；品類=3C數位/通訊配件；內容可做性與分潤率綜合評分。需以實際熱銷SKU校正。
傳奇今生唇膏 官方授權店,TP0003331,B,71.0,3.0%,home-ritual-lifestyle,配角候選,pending-assignment,唇膏、護唇膏、唇部保養與彩妝組合,女性彩妝族、送禮族、上班族,https://s.momoshop.com.tw/s/wvdj9DLn,https://www.momoshop.com.tw/TP/TP0003331/main,,momo 商店頁 + 店名明確描述
OBHL極簡保養,TP0004588,B,70.0,3.0%,home-ritual-lifestyle,配角候選,pending-assignment,臉部保養、清潔、精華、乳霜或身體保養,極簡保養步驟、敏感肌入門、成分控保養清單,https://s.momoshop.com.tw/s/IUs7vMn9,https://www.momoshop.com.tw/TP/TP0004588/main,,保養品需避免誇大功效
🚅新幹線 JAPAN-日本彩妝.日本保養,TP0009171,B,69.0,3.0%,home-ritual-lifestyle,配角候選,pending-assignment,日本彩妝、保養品、美妝小物,日本藥妝必買、日系保養入門、彩妝新品清單,https://s.momoshop.com.tw/s/pFVpv35G,https://www.momoshop.com.tw/TP/TP0009171/main,,需注意來源與效期/保存
LA.VAOLORE菈薇奧兒,TP0007128,B,69.0,3.0%,home-ritual-lifestyle,配角候選,pending-assignment,美妝保養、香氛或女性生活選品,質感保養入門、送禮美妝清單、日常香氛/保養,https://s.momoshop.com.tw/s/KWZqUAVR,https://www.momoshop.com.tw/TP/TP0007128/main,,需避免誇大功效
Angel & Me 珠寶銀飾,TP0003071,B,68.7,3.0%,mobile-wardrobe-accessories,配角候選,pending-assignment,銀飾、項鍊、戒指、耳環、手鍊、送禮飾品,生日禮物、情侶飾品、日常穿搭銀飾、飾品保養,https://s.momoshop.com.tw/s/L1CllgZ8,https://www.momoshop.com.tw/TP/TP0003071/main,,第6批；多數分潤約3%，需以轉換意圖與內容差異決定是否投入
K-Belle 韓國正品彩妝保養代購,TP0005089,B,68.0,3.0%,home-ritual-lifestyle,配角候選,pending-assignment,韓國彩妝、保養品、韓系美妝小物,韓系彩妝入門、韓國保養品清單、日常妝容小物,https://s.momoshop.com.tw/s/FwKiHj24,https://www.momoshop.com.tw/TP/TP0005089/main,,需注意效期與供貨穩定
騰鼎沉檀香 台灣製香 香品專家,TP0002661,B,66.6,3.0%,home-ritual-lifestyle,配角候選,pending-assignment,香氛、精油、清潔用品、居家除味與天然洗劑,居家清潔痛點、香氛情境、天然成分比較,https://s.momoshop.com.tw/s/VgxnNW7U,https://www.momoshop.com.tw/TP/TP0002661/main,,二輪依店名語意與原始商店資訊判斷；品類=香氛/清潔生活；內容可做性與分潤率綜合評分。需以實際熱銷SKU校正。
韓國美妝精選,TP0009526,B,66.0,3.0%,home-ritual-lifestyle,配角候選,pending-assignment,韓國保養品、彩妝、面膜與美妝選物,韓國保養入門、面膜比較、韓系彩妝清單,https://s.momoshop.com.tw/s/8BiV47B1,https://www.momoshop.com.tw/TP/TP0009526/main,,避免宣稱功效
【志遠書局】中醫叢書保健器材,TP0005096,B,65.0,3.0%,home-ritual-lifestyle,配角候選,pending-assignment,中醫叢書、養生書、保健器材,中醫養生學習者、銀髮照護、保健器材需求者,https://s.momoshop.com.tw/s/BJygEgc9,https://www.momoshop.com.tw/TP/TP0005096/main,避免醫療/療效/保健功效承諾,momo 商店頁 + 店名線索
Lingscent,TP0009664,B,61.6,3.0%,home-ritual-lifestyle,配角候選,pending-assignment,香氛、精油、清潔用品、居家除味與天然洗劑,居家清潔痛點、香氛情境、天然成分比較,https://s.momoshop.com.tw/s/iANUM2le,https://www.momoshop.com.tw/TP/TP0009664/main,,二輪依店名語意與原始商店資訊判斷；品類=香氛/清潔生活；內容可做性與分潤率綜合評分。需以實際熱銷SKU校正。
引香室 Aromatique Home,TP0002941,B,61.6,3.0%,home-ritual-lifestyle,配角候選,pending-assignment,香氛、精油、清潔用品、居家除味與天然洗劑,居家清潔痛點、香氛情境、天然成分比較,https://s.momoshop.com.tw/s/WhqRlgA9,https://www.momoshop.com.tw/TP/TP0002941/main,,二輪依店名語意與原始商店資訊判斷；品類=香氛/清潔生活；內容可做性與分潤率綜合評分。需以實際熱銷SKU校正。
鼎曨沉檀香 沉香專家 天然香品,TP0004752,B,61.6,3.0%,home-ritual-lifestyle,配角候選,pending-assignment,香氛、精油、清潔用品、居家除味與天然洗劑,居家清潔痛點、香氛情境、天然成分比較,https://s.momoshop.com.tw/s/ZZj8fPPW,https://www.momoshop.com.tw/TP/TP0004752/main,,二輪依店名語意與原始商店資訊判斷；品類=香氛/清潔生活；內容可做性與分潤率綜合評分。需以實際熱銷SKU校正。
MEDUSA 曼度莎,TP0001433,B,59.6,3.0%,home-ritual-lifestyle,配角候選,pending-assignment,保養品、彩妝、髮品、頭皮護理或美容工具,膚況/髮況痛點、成分解析、妝髮情境內容,https://s.momoshop.com.tw/s/o1MnX7Kc,https://www.momoshop.com.tw/TP/TP0001433/main,,二輪依店名語意與原始商店資訊判斷；品類=美妝保養/髮品；內容可做性與分潤率綜合評分。需以實際熱銷SKU校正。
Make Friends,TP0000997,B,59.6,3.0%,home-ritual-lifestyle,配角候選,pending-assignment,保養品、彩妝、髮品、頭皮護理或美容工具,膚況/髮況痛點、成分解析、妝髮情境內容,https://s.momoshop.com.tw/s/ZDHwH0NH,https://www.momoshop.com.tw/TP/TP0000997/main,,二輪依店名語意與原始商店資訊判斷；品類=美妝保養/髮品；內容可做性與分潤率綜合評分。需以實際熱銷SKU校正。
宜品香舖,TP0005358,B,59.6,3.0%,home-ritual-lifestyle,配角候選,pending-assignment,香氛、精油、清潔用品、居家除味與天然洗劑,居家清潔痛點、香氛情境、天然成分比較,https://s.momoshop.com.tw/s/nwLr0GLD,https://www.momoshop.com.tw/TP/TP0005358/main,,二輪依店名語意與原始商店資訊判斷；品類=香氛/清潔生活；內容可做性與分潤率綜合評分。需以實際熱銷SKU校正。
ENIE 雅如詩專業髮品,TP0008542,B,58.4,2.0%,home-ritual-lifestyle,配角候選,pending-assignment,保養品、彩妝、髮品、頭皮護理或美容工具,膚況/髮況痛點、成分解析、妝髮情境內容,https://s.momoshop.com.tw/s/2pct509O,https://www.momoshop.com.tw/TP/TP0008542/main,,二輪依店名語意與原始商店資訊判斷；品類=美妝保養/髮品；內容可做性與分潤率綜合評分。需以實際熱銷SKU校正。
LOYE 樂妍,TP0004045,B,57.6,3.0%,home-ritual-lifestyle,配角候選,pending-assignment,保養品、彩妝、髮品、頭皮護理或美容工具,膚況/髮況痛點、成分解析、妝髮情境內容,https://s.momoshop.com.tw/s/XKQ7ozJ8,https://www.momoshop.com.tw/TP/TP0004045/main,,二輪依店名語意與原始商店資訊判斷；品類=美妝保養/髮品；內容可做性與分潤率綜合評分。需以實際熱銷SKU校正。
澄妍選品,TP0005464,B,57.6,3.0%,home-ritual-lifestyle,配角候選,pending-assignment,保養品、彩妝、髮品、頭皮護理或美容工具,膚況/髮況痛點、成分解析、妝髮情境內容,https://s.momoshop.com.tw/s/bvUcLx26,https://www.momoshop.com.tw/TP/TP0005464/main,,二輪依店名語意與原始商店資訊判斷；品類=美妝保養/髮品；內容可做性與分潤率綜合評分。需以實際熱銷SKU校正。
髮克希企業社,TP0009062,B,57.6,3.0%,home-ritual-lifestyle,配角候選,pending-assignment,保養品、彩妝、髮品、頭皮護理或美容工具,膚況/髮況痛點、成分解析、妝髮情境內容,https://s.momoshop.com.tw/s/Pc4Jj68y,https://www.momoshop.com.tw/TP/TP0009062/main,,二輪依店名語意與原始商店資訊判斷；品類=美妝保養/髮品；內容可做性與分潤率綜合評分。需以實際熱銷SKU校正。
JDT_Beauty Plan,TP0003175,B,48.0,3.0%,home-ritual-lifestyle,配角候選,pending-assignment,美容保養、彩妝或美體用品,保養流程、成分比較、日夜保養計畫,https://s.momoshop.com.tw/s/MOygyEfo,https://www.momoshop.com.tw/TP/TP0003175/main,,美妝保養內容空間大，但競爭高。
IRIYA伊麗雅,TP0008876,B,44.0,3.0%,home-ritual-lifestyle,配角候選,pending-assignment,保養品、美容用品或香氛美體,日常保養、成分入門、熟齡肌保養,https://s.momoshop.com.tw/s/TGmZmhPU,https://www.momoshop.com.tw/TP/TP0008876/main,,美妝保養可做內容，但需確認主力品與合規。
KORENA 珂蕾娜,TP0007447,B,44.0,3.0%,home-ritual-lifestyle,配角候選,pending-assignment,保養品、彩妝或美體用品,韓系保養、妝前保養、日常美妝,https://s.momoshop.com.tw/s/bDmR4LR7,https://www.momoshop.com.tw/TP/TP0007447/main,,美妝有內容價值，但須確認差異與成分。
GenePet.tw,TP0008082,A,54.0,3.0%,pet-lifestyle-future,主推候選,pending-assignment,寵物健康、檢測、保健或用品,寵物健康管理、品種/體質照護、寵物保健比較,https://s.momoshop.com.tw/s/jo08nrnp,https://www.momoshop.com.tw/TP/TP0008082/main,避免醫療/療效/保健功效承諾,寵物健康是高關注題材，需確認實際商品合規。
Aqua Corner 角落水族,TP0009226,B,76.0,6.0%,pet-lifestyle-future,配角候選,pending-assignment,冷凍赤蟲、冷凍餌料、爬蟲主食罐、生態砂、小寵飼料與零食,守宮/爬蟲飼料、冷凍餌料比較、小寵新手用品,https://s.momoshop.com.tw/s/ISsEn1KG,https://www.momoshop.com.tw/TP/TP0009226/main,,第二輪已補來源
NiNiJA 妮妮家 寵物蛋糕與用品選物店,TP0001817,B,76.0,3.0%,pet-lifestyle-future,配角候選,pending-assignment,寵物蛋糕、寵物零食、生日用品與選物,毛孩生日蛋糕、寵物慶生、寵物零食送禮,https://s.momoshop.com.tw/s/SQzSppW8,https://www.momoshop.com.tw/TP/TP0001817/main,,題材有特色
嬌寵醫生,TP0000199,B,72.0,3.0%,home-ritual-lifestyle,配角候選,pending-assignment,寵物照護、保健或清潔用品待確認,毛孩日常照護、寵物健康用品、貓狗保健入門,https://s.momoshop.com.tw/s/X6c4ZbRG,https://www.momoshop.com.tw/TP/TP0000199/main,避免醫療/療效/保健功效承諾；需查證主力 SKU 與商品頁,具潛力但需核查
愛喵樂寵物,TP0007661,B,71.0,3.0%,pet-lifestyle-future,配角候選,pending-assignment,貓咪用品、貓砂、零食、玩具或照護用品待確認,貓奴用品清單、貓砂/玩具/零食選購,https://s.momoshop.com.tw/s/34zf1m5H,https://www.momoshop.com.tw/TP/TP0007661/main,需查證主力 SKU 與商品頁,貓族群明確
71小舖 Chiyaoshop寵物精品館,TP0002315,B,70.0,3.0%,home-ritual-lifestyle,配角候選,pending-assignment,寵物精品、玩具、外出用品、日常用品,寵物外出用品、貓狗玩具、寵物居家收納,https://s.momoshop.com.tw/s/WhDreGli,https://www.momoshop.com.tw/TP/TP0002315/main,,寵物類有內容潛力
Q貝比嬰兒用品~寵物用品~家居百貨,TP0000500,B,70.0,3.0%,home-ritual-lifestyle,配角候選,pending-assignment,嬰兒用品、寵物用品、家居生活百貨,新手爸媽必備、寶寶用品補貨、寵物居家用品,https://s.momoshop.com.tw/s/R6oN3ZHI,https://www.momoshop.com.tw/TP/TP0000500/main,,品類廣泛
毛雪旺寵物周邊旗艦店,TP0009366,B,70.0,3.0%,mobile-wardrobe-accessories,配角候選,pending-assignment,寵物周邊、服飾、玩具、生活用品,毛孩周邊、寵物穿搭、寵物玩具清單,https://s.momoshop.com.tw/s/YDyfAGk2,https://www.momoshop.com.tw/TP/TP0009366/main,,社群題材較好
免睏寵物樂園Stayup Pets,TP0000155,B,69.0,3.0%,home-ritual-lifestyle,配角候選,pending-assignment,寵物日用品、玩具、清潔與生活用品,寵物居家用品、貓狗清潔、毛孩玩具清單,https://s.momoshop.com.tw/s/OCsunL1u,https://www.momoshop.com.tw/TP/TP0000155/main,,待補SKU
寵物好事達,TP0000823,B,69.0,3.0%,home-ritual-lifestyle,配角候選,pending-assignment,寵物日用品、零食、玩具與照護用品,寵物用品補貨、毛孩玩具、寵物清潔用品,https://s.momoshop.com.tw/s/kmBQvs6a,https://www.momoshop.com.tw/TP/TP0000823/main,,寵物類可操作
福媽寵物特選店,TP0000551,B,69.0,3.0%,pet-lifestyle-future,配角候選,pending-assignment,寵物日用品、零食、照護與精選商品,毛孩日常補貨、寵物特選用品、照護小物,https://s.momoshop.com.tw/s/KFdAhwTk,https://www.momoshop.com.tw/TP/TP0000551/main,,寵物精選定位
芭娜娜毛孩良品,TP0001094,B,68.0,4.0%,daily-food-drink-ritual,配角候選,pending-assignment,毛孩食品、零食、用品推定,毛孩零食、寵物日用品、貓狗照護清單,https://s.momoshop.com.tw/s/0Shr6nfL,https://www.momoshop.com.tw/TP/TP0001094/main,,需二次補商品線
威杰爾寵物,TP0006730,B,68.0,3.0%,home-ritual-lifestyle,配角候選,pending-assignment,寵物日用品、食品/零食或照護商品待確認,貓狗用品補貨、寵物清潔與玩具清單,https://s.momoshop.com.tw/s/CgErM8Xk,https://www.momoshop.com.tw/TP/TP0006730/main,需查證主力 SKU 與商品頁,需補SKU
摩摩寵物專門店,TP0000651,B,68.0,3.0%,home-ritual-lifestyle,配角候選,pending-assignment,寵物日用品、清潔、食品或玩具待確認,貓狗用品補貨、寵物新手清單,https://s.momoshop.com.tw/s/UEB2evBk,https://www.momoshop.com.tw/TP/TP0000651/main,需查證主力 SKU 與商品頁,寵物類可操作
派派寵物館,TP0004035,B,68.0,3.0%,home-ritual-lifestyle,配角候選,pending-assignment,寵物食品、日用品、清潔或玩具待確認,寵物用品補貨、貓狗新手清單,https://s.momoshop.com.tw/s/xPZAjTYg,https://www.momoshop.com.tw/TP/TP0004035/main,需查證主力 SKU 與商品頁,寵物類可操作
Want-Meow®招財貓旺鋪60kg↑女中大碼衣著台灣賣家,TP0000798,B,68.0,3.0%,mobile-wardrobe-accessories,配角候選,pending-assignment,60kg以上女中大碼服飾,中大尺碼女性、網購服飾怕踩雷者,https://s.momoshop.com.tw/s/pjMhhPU3,https://www.momoshop.com.tw/TP/TP0000798/main,,momo 商店頁 + 店名線索
毛孩站起來＆源境,TP0009490,B,67.0,6.0%,home-ritual-lifestyle,配角候選,pending-assignment,寵物用品；可能偏毛孩站立、健康照護或居家用品，需確認,毛孩行動照護、老犬貓照顧、寵物居家工具,https://s.momoshop.com.tw/s/CGs3RjmI,https://www.momoshop.com.tw/TP/TP0009490/main,避免醫療/療效/保健功效承諾,第二輪已補來源
藍貓BlueCat家居生活館,TP0001200,B,65.0,3.0%,home-ritual-lifestyle,配角候選,pending-assignment,居家生活用品、日用百貨、收納或布品,居家好物、租屋收納、日用補貨清單,https://s.momoshop.com.tw/s/MT34aFUI,https://www.momoshop.com.tw/TP/TP0001200/main,,若無差異化則不優先
花漾饅頭屋 | 天然手作真食材老麵發酵好味道,TP0004495,B,74.0,3.0%,family-parenting-future,配角候選,pending-assignment,手作饅頭、老麵發酵早餐、冷凍麵食,早餐補貨、親子點心、冷凍饅頭料理、天然食材故事,https://s.momoshop.com.tw/s/2PMqts4h,https://www.momoshop.com.tw/TP/TP0004495/main,,第6批；多數分潤約3%，需以轉換意圖與內容差異決定是否投入
【泳遠｜SwimSight】看得更清楚，游得更遠！,TP0003976,B,73.0,6.0%,family-parenting-future,配角候選,pending-assignment,泳鏡、泳具配件；品牌訴求為看得更清楚、游得更遠,泳鏡選購、兒童/成人泳鏡、游泳訓練裝備,https://s.momoshop.com.tw/s/ffzVYIsx,https://www.momoshop.com.tw/TP/TP0003976/main,,第二輪已補來源
DW優選家官方直營店—行李箱,TP0005391,B,72.0,3.0%,outdoor-mobile-living,配角候選,pending-assignment,行李箱、登機箱、旅行收納與出差用品,登機箱尺寸、出國行李箱選購、親子旅行收納,https://s.momoshop.com.tw/s/uUX2ICw8,https://www.momoshop.com.tw/TP/TP0005391/main,,待補熱銷款與評價
Baby童衣/Augelute品牌旗艦店,TP0006789,B,72.0,3.0%,mobile-wardrobe-accessories,配角候選,pending-assignment,嬰幼兒服飾、童裝、親子穿搭,寶寶衣服尺寸、童裝換季、親子穿搭與送禮,https://s.momoshop.com.tw/s/IVRwz3Zx,https://www.momoshop.com.tw/TP/TP0006789/main,,垂直童裝
MIDODO母嬰 ⁁ 生活居家,TP0004956,B,71.0,6.0%,home-ritual-lifestyle,配角候選,pending-assignment,母嬰用品與居家生活商品；需確認主力線,新手爸媽清單、寶寶居家用品、育兒便利小物,https://s.momoshop.com.tw/s/WEcBeKWv,https://www.momoshop.com.tw/TP/TP0004956/main,,第二輪已補來源
包寧安/櫻桃小丸子/嬰舒寶 官方旗艦店,TP0008430,B,70.0,3.0%,mobile-wardrobe-accessories,配角候選,pending-assignment,包寧安、櫻桃小丸子授權商品、嬰幼兒/生活用品,親子用品、IP授權小物、嬰幼兒日常用品,https://s.momoshop.com.tw/s/VReXbvm5,https://www.momoshop.com.tw/TP/TP0008430/main,,IP可提升素材吸引力
花兒朵朵Flower DoDo親子幸福館,TP0003190,B,70.0,3.0%,family-parenting-future,配角候選,pending-assignment,親子生活用品、兒童用品、家庭生活小物,親子生活小物、兒童禮物、育兒幸福感用品,https://s.momoshop.com.tw/s/yLK57l7z,https://www.momoshop.com.tw/TP/TP0003190/main,,需要商品圖與價格帶支撐
Arbea購物、童裝、玩具、母嬰用品,TP0000485,B,68.0,3.0%,family-parenting-future,配角候選,pending-assignment,童裝、玩具、母嬰日用品,童裝選購、玩具禮物、寶寶用品補貨,https://s.momoshop.com.tw/s/tqbP8pEw,https://www.momoshop.com.tw/TP/TP0000485/main,,母嬰類內容可寫
COCOLO 官方旗艦館,TP0001879,B,67.0,3.0%,family-parenting-future,配角候選,pending-assignment,保濕舒緩、抗老緊緻、精華液、童顏系列,熟齡保養、保濕抗老需求者,https://s.momoshop.com.tw/s/2DX2Fm8j,https://www.momoshop.com.tw/TP/TP0001879/main,避免醫療/療效/保健功效承諾,https://www.momoshop.com.tw/TP/TP0001879/main ; https://m.momoshop.com.tw/category.momo?cn=130000000000&entpCode=TP0001879
H母嬰 形象店,TP0009118,B,66.0,3.0%,home-ritual-lifestyle,配角候選,pending-assignment,母嬰日用品、嬰幼兒照護用品、親子生活選物,新手爸媽必備清單、寶寶日用品補貨、外出育兒用品,https://s.momoshop.com.tw/s/NJiNvXKo,https://www.momoshop.com.tw/TP/TP0009118/main,需查證主力 SKU 與商品頁,待確認是否有明確爆品，若多為綜合選物則內容效率偏低
智忠書局考試用書專賣網路書店,TP0001367,B,60.2,1.0%,family-parenting-future,配角候選,pending-assignment,親子用品、童裝、玩具、文具或教育型商品,親子選品、禮物清單、育兒情境比較,https://s.momoshop.com.tw/s/VsdUYUMZ,https://www.momoshop.com.tw/TP/TP0001367/main,,二輪依店名語意與原始商店資訊判斷；品類=母嬰親子/玩具文具；內容可做性與分潤率綜合評分。需以實際熱銷SKU校正。
youlijing優立淨 兒童電動牙刷 電動牙刷 品牌專售店,TP0001633,B,56.4,2.0%,family-parenting-future,配角候選,pending-assignment,親子用品、童裝、玩具、文具或教育型商品,親子選品、禮物清單、育兒情境比較,https://s.momoshop.com.tw/s/Ydp75Zlm,https://www.momoshop.com.tw/TP/TP0001633/main,,二輪依店名語意與原始商店資訊判斷；品類=母嬰親子/玩具文具；內容可做性與分潤率綜合評分。需以實際熱銷SKU校正。
HOME MAMA Shop,TP0007362,B,47.0,3.0%,home-ritual-lifestyle,配角候選,pending-assignment,居家生活用品、廚房、收納或親子家庭用品,家庭生活好物、媽媽省力家事、親子居家用品,https://s.momoshop.com.tw/s/fHR1Minn,https://www.momoshop.com.tw/TP/TP0007362/main,,家庭場景明確，但需找出具痛點單品。
里享生活醫材,TP0004194,B,68.0,6.0%,wellness-recovery-support,配角候選,pending-assignment,照護用品、輔具、醫材通路推定,居家照護清單、長輩輔具、術後照護用品,https://s.momoshop.com.tw/s/cZsA0nYx,https://www.momoshop.com.tw/TP/TP0004194/main,避免醫療/療效/保健功效承諾,需二次深查商品法規資訊
極光視覺 Polars Design | 百搭美學選鏡,TP0009515,B,66.0,4.0%,outdoor-mobile-living,配角候選,pending-assignment,MIT老花眼鏡、偏光太陽眼鏡、藍光/運動眼鏡推定,爸媽老花眼鏡、偏光太陽眼鏡、運動墨鏡、文青眼鏡,https://s.momoshop.com.tw/s/dkaqpz0C,https://www.momoshop.com.tw/TP/TP0009515/main,,第二輪已補來源
