week,weekly_slot,cadence_type,cluster,category,article_form,title,slug,search_intent,primary_merchant_ids,primary_brands,supporting_merchant_ids,supporting_brands,all_brands,internal_link_targets,cta_style,risk_guardrail,elite_judgment,answer_summary,status
7,1,高購買意圖導購文,居家儀式與收納升級,lifestyle-culture,buying-priority-guide,衣櫃與洗衣區整理：衣架、收納箱、毛巾與床寢備品,closet-laundry-hanger-storage-towel-bedding-supplies,衣櫃與洗衣區整理,TP0005953;TP0002031;TP0002413,完美主義 官方直營;MORINO摩力諾生活館|毛巾 浴巾 襪子 除臭襪 史努比;禾肯居家｜北歐風床包被套枕套 中式床罩 保潔墊 IKEA床包,TP0001106;TP0007471;TP0000922,久賴家居｜質感寢具 棉被 天絲床包 涼被 枕頭 網紅推薦;夢露家居｜床包 被套 兩用被 枕頭 床單 床罩 涼被 保潔墊;真蓁嚴選清潔生活館-專賣平板拖把、掃把、掃除用品,完美主義 官方直營;MORINO摩力諾生活館|毛巾 浴巾 襪子 除臭襪 史努比;禾肯居家｜北歐風床包被套枕套 中式床罩 保潔墊 IKEA床包;久賴家居｜質感寢具 棉被 天絲床包 涼被 枕頭 網紅推薦;夢露家居｜床包 被套 兩用被 枕頭 床單 床罩 涼被 保潔墊;真蓁嚴選清潔生活館-專賣平板拖把、掃把、掃除用品,closet-laundry-hanger-storage-towel-bedding,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,衣櫃與洗衣區整理應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
7,2,比較/選購順序文,低壓恢復與身體支撐,wellness-movement,use-case-guide,床邊櫃與睡前小物：耳塞、閱讀燈、香氛與床寢怎麼放,nightstand-bedtime-earplug-reading-light-scent-bedding,床邊櫃與睡前小物,TP0003593;TP0007295;TP0001941,耳根清靜 - 耳塞/優質睡眠專賣店;燈后- LED居家/智能/照明/五金/居家生活用品;BETENSH 床墊 | 官方旗艦店,TP0002458;TP0002413;TP0001001,THANN官方直營;禾肯居家｜北歐風床包被套枕套 中式床罩 保潔墊 IKEA床包;紳娜多家居官方店｜獨立筒枕 乳膠床 飯店枕 床包 被套 枕套,耳根清靜 - 耳塞/優質睡眠專賣店;燈后- LED居家/智能/照明/五金/居家生活用品;BETENSH 床墊 | 官方旗艦店;THANN官方直營;禾肯居家｜北歐風床包被套枕套 中式床罩 保潔墊 IKEA床包;紳娜多家居官方店｜獨立筒枕 乳膠床 飯店枕 床包 被套 枕套,nightstand-bedtime-earplug-reading-light-scent,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,床邊櫃與睡前小物應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
7,3,AEO/GEO 答案型文章,低壓恢復與身體支撐,wellness-movement,seasonal-checklist,夏季床寢怎麼換：天絲、棉被、保潔墊與涼被的順序,summer-bedding-tencel-quilt-protector-cool-blanket-order,夏季床寢怎麼換,TP0002413;TP0001106;TP0007471,禾肯居家｜北歐風床包被套枕套 中式床罩 保潔墊 IKEA床包;久賴家居｜質感寢具 棉被 天絲床包 涼被 枕頭 網紅推薦;夢露家居｜床包 被套 兩用被 枕頭 床單 床罩 涼被 保潔墊,TP0002795;TP0003841;TP0001941,宜室家居｜床包 被套 兩用被 枕頭 床單 床罩 涼被 保潔墊;日創家居｜床包 被套 兩用被 枕頭 床單 床罩 保潔墊 涼被;BETENSH 床墊 | 官方旗艦店,禾肯居家｜北歐風床包被套枕套 中式床罩 保潔墊 IKEA床包;久賴家居｜質感寢具 棉被 天絲床包 涼被 枕頭 網紅推薦;夢露家居｜床包 被套 兩用被 枕頭 床單 床罩 涼被 保潔墊;宜室家居｜床包 被套 兩用被 枕頭 床單 床罩 涼被 保潔墊;日創家居｜床包 被套 兩用被 枕頭 床單 床罩 保潔墊 涼被;BETENSH 床墊 | 官方旗艦店,summer-bedding-tencel-quilt-protector-cool-blanket,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,夏季床寢怎麼換應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
7,4,季節/情境文,居家儀式與收納升級,lifestyle-culture,comparison-guide,居家清潔工具牆：平板拖把、掃把、水槽清潔與垃圾桶,home-cleaning-tool-wall-mop-broom-sink-trash-bin,居家清潔工具牆,TP0000922;TP0003487;TP0005724,真蓁嚴選清潔生活館-專賣平板拖把、掃把、掃除用品;美利購清潔劑專賣店;【官方直營】淨淨Clean Clean,TP0005953;TP0005709;TP0007407,完美主義 官方直營;藤木居家具;RED HOUSE 家具工廠,真蓁嚴選清潔生活館-專賣平板拖把、掃把、掃除用品;美利購清潔劑專賣店;【官方直營】淨淨Clean Clean;完美主義 官方直營;藤木居家具;RED HOUSE 家具工廠,home-cleaning-tool-wall-mop-broom-sink-trash,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,居家清潔工具牆應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
7,5,品牌質感型雜誌文,居家儀式與收納升級,lifestyle-culture,buy-better-longer-guide,租屋改造不動工：貼皮、燈光、收納與可移動家具,rental-refresh-sticker-light-storage-movable-furniture,租屋改造不動工,TP0009317;TP0007295;TP0005953,奇米家 輕鬆更換 愜意風格 DIY貼皮;燈后- LED居家/智能/照明/五金/居家生活用品;完美主義 官方直營,TP0006338;TP0007407;TP0004627,壹品輕奢家居館;RED HOUSE 家具工廠;灰調 生活家飾選品 香氛 精油 花器 燈飾,奇米家 輕鬆更換 愜意風格 DIY貼皮;燈后- LED居家/智能/照明/五金/居家生活用品;完美主義 官方直營;壹品輕奢家居館;RED HOUSE 家具工廠;灰調 生活家飾選品 香氛 精油 花器 燈飾,rental-refresh-sticker-light-storage-movable,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,租屋改造不動工應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
7,6,高購買意圖導購文,輕戶外與旅行準備,outdoor-escapes,seasonal-checklist,小陽台與庭院用品：遮陽、戶外椅、收納與植物照顧,patio-balcony-shade-outdoor-chair-storage-plant-care,小陽台與庭院用品,TP0006752;TP0003074;TP0003894,campingflying 想露飛飛;江大露營裝備;COZZY嚴選-品牌官方旗艦店-園藝/按摩用品/質感選物,TP0005684;TP0009177;TP0005953,FULTON 富爾頓皇家晴雨傘;ANPING 安平 - 戶外用品專賣;完美主義 官方直營,campingflying 想露飛飛;江大露營裝備;COZZY嚴選-品牌官方旗艦店-園藝/按摩用品/質感選物;FULTON 富爾頓皇家晴雨傘;ANPING 安平 - 戶外用品專賣;完美主義 官方直營,patio-balcony-shade-outdoor-chair-storage-plant,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,小陽台與庭院用品應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
7,7,比較/選購順序文,輕戶外與旅行準備,outdoor-escapes,faq-hub,游泳與戶外課前準備：泳鏡、防曬、毛巾與收納袋,swimming-outdoor-class-goggles-sun-towel-storage-bag,游泳與戶外課前準備,TP0003976;TP0000116;TP0002031,【泳遠｜SwimSight】看得更清楚，游得更遠！;UV100專業機能防曬服飾;MORINO摩力諾生活館|毛巾 浴巾 襪子 除臭襪 史努比,TP0007070;TP0005684;TP0002712,S′AIME東京企劃;FULTON 富爾頓皇家晴雨傘;2angels質感矽膠嬰幼餐具,【泳遠｜SwimSight】看得更清楚，游得更遠！;UV100專業機能防曬服飾;MORINO摩力諾生活館|毛巾 浴巾 襪子 除臭襪 史努比;S′AIME東京企劃;FULTON 富爾頓皇家晴雨傘;2angels質感矽膠嬰幼餐具,swimming-outdoor-class-goggles-sun-towel-storage,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,游泳與戶外課前準備應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
7,8,AEO/GEO 答案型文章,AI 工作角落與創作者裝備,ai-innovation,use-case-guide,城市週末拍攝包：手機支架、CPL、黑柔濾鏡與防曬外套,city-weekend-photo-kit-phone-rig-cpl-filter-sun-jacket,城市週末拍攝包,TP0002918;TP0009335;TP0000116,GoRig行動攝錄影專賣;Haida 台灣總代理;UV100專業機能防曬服飾,TP0009476;TP0007424;TP0005684,Momax Taiwan 摩米士台灣品牌旗艦店;Litume 意都美 露營 登山 戶外 旅遊用品;FULTON 富爾頓皇家晴雨傘,GoRig行動攝錄影專賣;Haida 台灣總代理;UV100專業機能防曬服飾;Momax Taiwan 摩米士台灣品牌旗艦店;Litume 意都美 露營 登山 戶外 旅遊用品;FULTON 富爾頓皇家晴雨傘,city-weekend-photo-kit-phone-rig-cpl-filter-sun,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,城市週末拍攝包應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
7,9,季節/情境文,AI 工作角落與創作者裝備,ai-innovation,buying-priority-guide,手機車用配置：手機架、車充、線材、行車紀錄與雨天備案,car-phone-setup-mount-charger-cable-dashcam-rain,手機車用配置,TP0000092;TP0009476;TP0001272,Cliff Top 台灣製車充 機車充電手機架;Momax Taiwan 摩米士台灣品牌旗艦店;安鈦科技行車記錄器 HP惠普 響尾蛇 聲寶 總代理,TP0000669;TP0001609;TP0005684,手些小子3C 專營Apple蘋果周邊配件;OMBRA 雨傘 雨衣 雨鞋 旗艦店;FULTON 富爾頓皇家晴雨傘,Cliff Top 台灣製車充 機車充電手機架;Momax Taiwan 摩米士台灣品牌旗艦店;安鈦科技行車記錄器 HP惠普 響尾蛇 聲寶 總代理;手些小子3C 專營Apple蘋果周邊配件;OMBRA 雨傘 雨衣 雨鞋 旗艦店;FULTON 富爾頓皇家晴雨傘,car-phone-setup-mount-charger-cable-dashcam,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,手機車用配置應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
7,10,品牌質感型雜誌文,AI 工作角落與創作者裝備,ai-innovation,comparison-guide,簡報日的遠距設備：耳機、麥克風、螢幕與桌面光線,presentation-day-remote-gear-headset-mic-monitor-light,簡報日的遠距設備,TP0001204;TP0007934;TP0005967,DTAudio聆翔 官方旗艦店-你的耳機喇叭專門家;曜暘音響;REAICE｜外接式螢幕、充電線材、3C周邊,TP0007295;TP0006348;TP0009476,燈后- LED居家/智能/照明/五金/居家生活用品;LamiFans;Momax Taiwan 摩米士台灣品牌旗艦店,DTAudio聆翔 官方旗艦店-你的耳機喇叭專門家;曜暘音響;REAICE｜外接式螢幕、充電線材、3C周邊;燈后- LED居家/智能/照明/五金/居家生活用品;LamiFans;Momax Taiwan 摩米士台灣品牌旗艦店,presentation-day-remote-gear-headset-mic-monitor,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,簡報日的遠距設備應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
8,1,高購買意圖導購文,AI 工作角落與創作者裝備,ai-innovation,buying-priority-guide,高效率桌面別只買大桌：椅墊、靠枕、螢幕與收納順序,efficient-desk-cushion-backrest-monitor-storage-order,高效率桌面別只買大桌,TP0007407;TP0006481;TP0005967,RED HOUSE 家具工廠;悅家傢具城;REAICE｜外接式螢幕、充電線材、3C周邊,TP0006348;TP0005953;TP0007295,LamiFans;完美主義 官方直營;燈后- LED居家/智能/照明/五金/居家生活用品,RED HOUSE 家具工廠;悅家傢具城;REAICE｜外接式螢幕、充電線材、3C周邊;LamiFans;完美主義 官方直營;燈后- LED居家/智能/照明/五金/居家生活用品,efficient-desk-cushion-backrest-monitor-storage,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,高效率桌面別只買大桌應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
8,2,比較/選購順序文,AI 工作角落與創作者裝備,ai-innovation,faq-hub,工作角落的聲音整理：耳機、喇叭、降噪與會議收音,work-corner-sound-headphones-speaker-noise-meeting-audio,工作角落的聲音整理,TP0001204;TP0007934;TP0006348,DTAudio聆翔 官方旗艦店-你的耳機喇叭專門家;曜暘音響;LamiFans,TP0003593;TP0005967;TP0009476,耳根清靜 - 耳塞/優質睡眠專賣店;REAICE｜外接式螢幕、充電線材、3C周邊;Momax Taiwan 摩米士台灣品牌旗艦店,DTAudio聆翔 官方旗艦店-你的耳機喇叭專門家;曜暘音響;LamiFans;耳根清靜 - 耳塞/優質睡眠專賣店;REAICE｜外接式螢幕、充電線材、3C周邊;Momax Taiwan 摩米士台灣品牌旗艦店,work-corner-sound-headphones-speaker-noise-meeting,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,工作角落的聲音整理應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
8,3,AEO/GEO 答案型文章,低壓恢復與身體支撐,wellness-movement,seasonal-checklist,夏季辦公室冷氣備案：薄外套、熱飲、耳塞與桌面燈,summer-office-ac-backup-light-jacket-hot-drink-earplug-lamp,夏季辦公室冷氣備案,TP0007424;TP0005142;TP0003593,Litume 意都美 露營 登山 戶外 旅遊用品;Teavoya - 嘉柏茶業;耳根清靜 - 耳塞/優質睡眠專賣店,TP0007295;TP0000116;TP0002458,燈后- LED居家/智能/照明/五金/居家生活用品;UV100專業機能防曬服飾;THANN官方直營,Litume 意都美 露營 登山 戶外 旅遊用品;Teavoya - 嘉柏茶業;耳根清靜 - 耳塞/優質睡眠專賣店;燈后- LED居家/智能/照明/五金/居家生活用品;UV100專業機能防曬服飾;THANN官方直營,summer-office-ac-backup-light-jacket-hot-drink-earplug,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,夏季辦公室冷氣備案應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
8,4,季節/情境文,低壓恢復與身體支撐,wellness-movement,use-case-guide,長途移動恢復包：耳塞、護具、行李箱、茶包與防曬,long-trip-recovery-kit-earplug-brace-luggage-tea-sun,長途移動恢復包,TP0003593;TP0003385;TP0002546,耳根清靜 - 耳塞/優質睡眠專賣店;BELEX - 專業醫療護具品牌;ENDUO恩多箱包,TP0005142;TP0000116;TP0005684,Teavoya - 嘉柏茶業;UV100專業機能防曬服飾;FULTON 富爾頓皇家晴雨傘,耳根清靜 - 耳塞/優質睡眠專賣店;BELEX - 專業醫療護具品牌;ENDUO恩多箱包;Teavoya - 嘉柏茶業;UV100專業機能防曬服飾;FULTON 富爾頓皇家晴雨傘,long-trip-recovery-kit-earplug-brace-luggage-tea,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,長途移動恢復包應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
8,5,品牌質感型雜誌文,低壓恢復與身體支撐,wellness-movement,problem-solution-guide,長輩閱讀與照護角落：檯燈、眼鏡、收納與照護用品,elder-reading-care-corner-lamp-glasses-storage-care-supplies,長輩閱讀與照護角落,TP0007295;TP0009515;TP0005698,燈后- LED居家/智能/照明/五金/居家生活用品;極光視覺 Polars Design | 百搭美學選鏡;一然健康,TP0008844;TP0005953;TP0004949,TWyzy新世代(充氣)沐浴床包;完美主義 官方直營;EVERPOLL 愛科濾淨實業股份有限公司 官方直營,燈后- LED居家/智能/照明/五金/居家生活用品;極光視覺 Polars Design | 百搭美學選鏡;一然健康;TWyzy新世代(充氣)沐浴床包;完美主義 官方直營;EVERPOLL 愛科濾淨實業股份有限公司 官方直營,elder-reading-care-corner-lamp-glasses-storage-care,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,長輩閱讀與照護角落應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
8,6,高購買意圖導購文,居家儀式與收納升級,lifestyle-culture,buying-priority-guide,家庭浴室補貨：毛巾、清潔、口腔用品與收納動線,family-bathroom-restock-towel-cleaning-oral-care-storage,家庭浴室補貨,TP0002031;TP0005724;TP0002971,MORINO摩力諾生活館|毛巾 浴巾 襪子 除臭襪 史努比;【官方直營】淨淨Clean Clean;牙齒寶寶TeethBaby專業口腔,TP0000922;TP0003487;TP0007302,真蓁嚴選清潔生活館-專賣平板拖把、掃把、掃除用品;美利購清潔劑專賣店;Desire & Passion 天森無患,MORINO摩力諾生活館|毛巾 浴巾 襪子 除臭襪 史努比;【官方直營】淨淨Clean Clean;牙齒寶寶TeethBaby專業口腔;真蓁嚴選清潔生活館-專賣平板拖把、掃把、掃除用品;美利購清潔劑專賣店;Desire & Passion 天森無患,family-bathroom-restock-towel-cleaning-oral-care,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,家庭浴室補貨應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
8,7,比較/選購順序文,辦公室補給與質感送禮,lifestyle-culture,gift-guide,咖啡茶與伴手禮桌：杯盤、茶點、香氛與客製小物,coffee-tea-gift-table-tableware-snack-scent-custom,咖啡茶與伴手禮桌,TP0005971;TP0003333;TP0002458,Home & Ceramics;暮朝食粹Muzhao | 創新食尚的伴手禮｜醬油 米餅 茶;THANN官方直營,TP0006348;TP0005142;TP0009388,LamiFans;Teavoya - 嘉柏茶業;馬克老爹專賣好咖啡 MARK-ODS Co. LTD,Home & Ceramics;暮朝食粹Muzhao | 創新食尚的伴手禮｜醬油 米餅 茶;THANN官方直營;LamiFans;Teavoya - 嘉柏茶業;馬克老爹專賣好咖啡 MARK-ODS Co. LTD,coffee-tea-gift-table-tableware-snack-scent,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,咖啡茶與伴手禮桌應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
8,8,AEO/GEO 答案型文章,居家儀式與收納升級,lifestyle-culture,seasonal-checklist,週末家務重整：清潔、洗衣、床寢、補貨與出門包,weekend-home-reset-cleaning-laundry-bedding-restock-bag,週末家務重整,TP0000922;TP0002031;TP0002413,真蓁嚴選清潔生活館-專賣平板拖把、掃把、掃除用品;MORINO摩力諾生活館|毛巾 浴巾 襪子 除臭襪 史努比;禾肯居家｜北歐風床包被套枕套 中式床罩 保潔墊 IKEA床包,TP0007070;TP0005953;TP0005724,S′AIME東京企劃;完美主義 官方直營;【官方直營】淨淨Clean Clean,真蓁嚴選清潔生活館-專賣平板拖把、掃把、掃除用品;MORINO摩力諾生活館|毛巾 浴巾 襪子 除臭襪 史努比;禾肯居家｜北歐風床包被套枕套 中式床罩 保潔墊 IKEA床包;S′AIME東京企劃;完美主義 官方直營;【官方直營】淨淨Clean Clean,weekend-home-reset-cleaning-laundry-bedding-restock,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,週末家務重整應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
8,9,季節/情境文,辦公室補給與質感送禮,lifestyle-culture,brand-editorial,桌面下午茶儀式：咖啡杯、茶包、點心、香氛與閱讀燈,desk-afternoon-ritual-coffee-cup-tea-snack-scent-lamp,桌面下午茶儀式,TP0005971;TP0005142;TP0003278,Home & Ceramics;Teavoya - 嘉柏茶業;食材玩家-精選全球美味🌍,TP0009429;TP0007295;TP0006151,au fait 無非｜手作香氛館;燈后- LED居家/智能/照明/五金/居家生活用品;Xinto Coffee 世界雙金咖啡烘豆廠 鑫圖咖啡,Home & Ceramics;Teavoya - 嘉柏茶業;食材玩家-精選全球美味🌍;au fait 無非｜手作香氛館;燈后- LED居家/智能/照明/五金/居家生活用品;Xinto Coffee 世界雙金咖啡烘豆廠 鑫圖咖啡,desk-afternoon-ritual-coffee-cup-tea-snack-scent,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,桌面下午茶儀式應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
8,10,品牌質感型雜誌文,輕戶外與旅行準備,outdoor-escapes,faq-hub,旅行前一晚的採買檢查：行李箱、雨具、充電、睡眠與護具,night-before-travel-luggage-rain-charging-sleep-brace-check,旅行前一晚的採買檢查,TP0002546;TP0005684;TP0009476,ENDUO恩多箱包;FULTON 富爾頓皇家晴雨傘;Momax Taiwan 摩米士台灣品牌旗艦店,TP0003593;TP0003385;TP0007070,耳根清靜 - 耳塞/優質睡眠專賣店;BELEX - 專業醫療護具品牌;S′AIME東京企劃,ENDUO恩多箱包;FULTON 富爾頓皇家晴雨傘;Momax Taiwan 摩米士台灣品牌旗艦店;耳根清靜 - 耳塞/優質睡眠專賣店;BELEX - 專業醫療護具品牌;S′AIME東京企劃,night-before-travel-luggage-rain-charging-sleep-brace,依文章情境配置 2-3 組 CTA,商品價格、規格、活動、庫存與限制均以商品頁公告為準；健康、寵物、照護、食品題不得承諾效果。,先建立使用順序與常見錯誤，再讓商品成為讀者下一步的工具。,旅行前一晚的採買檢查應先回到使用情境、頻率與限制，再比較品牌與商品。,ready-to-brief
